docid	author	authordate	title	latestcomp	hathidate	imprint	gutenstring	enumcron	gbindex	nonficprob	juvenileprob	LOCgenres	LOCsubjects	contents	instances	genre	audience	authgender	multiplehtids	comments	coder	Folder	Trimmed
uc2.ark+=13960=t2j679f2j	Osbourne, Lloyd	1868-1947.	Infatuation	1909	1909	New York;Grosset & Dunlap;c1	Osbourne, Lloyd | Infatuation		47434	0.123385222	0.053818932				1	fic | romance		m			wenyi		
uc2.ark+=13960=t7cr5p96t	Greene, Homer	1853-1940.	A Lincoln conscript	1909	1909	Boston;New York;Houghton Mif	Greene, Homer | A Lincoln Conscript		49677	0.079066846	0.034909243		United States|Civil War, 1861-1865|1809-1865|Lincoln, Abraham|History		3	fic | historical		m			peizhen		
uc2.ark+=13960=t6ww77n9w	MacGowan, Alice	1858-1947.	The wiving of Lance Cleaverage	1909	1909	New York;Putnam;1909.	MacGowan, Alice | The Wiving of Lance Cleaverage		48937	0.076043245	0.023705752				2	fic		f			peizhen		
bc.ark+=13960=t7xk8t85x	Loomis, Charles Battell	1861-1911.	Just Irish	1909	1909	Boston;R. G. Badger;1909.	Loomis, Charles Battell | Just Irish		40465	0.415540571	0.038558129		Irish wit and humor|Ireland|Description and travel		2	fic		m			peizhen		
uc2.ark+=13960=t50g3m970	Bindloss, Harold	1866-1945.	Lorimer of the Northwest	1909	1909	New York;A. L. Burt;c1909.	Bindloss, Harold | Lorimer of the Northwest		27504	0.115613896	0.055438962				1	fic		m			ted		
dul1.ark+=13960=t4dn4t15g	Dixon, Thomas	1864-1946.	Comrades	1909	1909	New York;Grosset & Dunlap;19	Dixon, Thomas | Comrades		35447	0.210416424	0.007406653		Socialism		2	fic		m			morgan		
mdp.39015082161228	Carey, Rosa Nouchette	1840-1909.	Our Bessie	1909	1914	London;Girl's Own Paper;1914	Carey, Rosa Nouchette | Our Bessie		28651	0.022190956	0.739207026				1	fic		f			ted		
uc2.ark+=13960=t5v69b49p	Kelly, Florence Finch	1858-1939.	The Delafield affair	1909	1909	Chicago;McClurg;1909.	Kelly, Florence Finch | The Delafield Affair		34996	0.109505888	0.073000104				2	fic		f			peizhen		
uc2.ark+=13960=t2q52pq4z	Remington, Frederic	1861-1909.	John Ermine of the Yellowstone	1909	1913	New York;London;The Macmilla	Remington, Frederic | John Ermine of the Yellowstone		41177	0.080338702	0.048533683				1	fic		m			wenyi	gutenfictiontrimmed	Trimmed
nyp.33433076081847	Lynde, Francis	1856-1930.	The king of Arcadia	1909	1909	New York;C. Scribner's sons;	Lynde, Francis | The King of Arcadia		33306	0.346076792	0.019539838				4	fic | historical		m			peizhen		
hvd.hn5fvc	Marks, Jeannette Augustus	1875-1964.	Through Welsh doorways	1909	1909	Boston;New York;Houghton Mif	Marks, Jeannette Augustus | Through Welsh Doorways		40726	0.056191933	0.004330278		Social life and customs	The merry merry cuckoo -- Most triumphans -- Dreams in jeopardy -- Tit for tat -- An oriel in Eden -- The child -- An All-Hallows' honeymoon -- The heretic's wife -- The choice -- A last discipline -- Respice finem.	1	fic		m			peizhen		
uc2.ark+=13960=t7zk57p4z	Pilling, William		Ponce de Leon	1910	1910	Buenos Aires;Mitchell's Book	Pilling, William | Ponce de Leon		40859	0.094675563	0.2635834				2	fic | historical		m			wenyi		
uc2.ark+=13960=t3pv6cz6q	Machray, Robert		The mystery of Lincoln's Inn	1910	1910	Toronto;Macmillan;1910.	Machray, Robert | The Mystery of Lincoln's Inn		40464	0.096043942	0.008632248				1	fic | mystery		m			peizhen		
uc2.ark+=13960=t9959dt2w	Chester, George Randolph	1869-1924.	Young Wallingford	1910	1910	Indianapolis;The Bobbs-Merri	Chester, George Randolph | Young Wallingford		32897	0.158746501	0.074093047				2	fic		m			ted		
uc2.ark+=13960=t8qb9z328	Macdonald, Alexander	1878-1939.	In search of El Dorado	1910	1910	London;T. Fisher Unwin;1910.	MacDonald, Alexander | In Search of El Dorado		41530	0.386915135	0.014424394		Voyages and travels|Gold mines and mining|Klondike goldfields|Alaska|Australia		1	fic		m			peizhen		
uc2.ark+=13960=t3pv6jb2s	Sampson, George	1873-1950.	A day with Felix Mendelssohn Bartholdy	1910	1910	New York;Hodder & Stoughton;	Sampson, George | A Day with Felix Mendelssohn Bartholdy		29361	0.570803834	0.296251519		Musical fiction|1809-1847|Mendelssohn-Bartholdy, Felix		2	fic | historical		m			wenyi		
uc2.ark+=13960=t2g737p22	Rinehart, Mary Roberts	1876-1958.	The window at the White Cat	1910	1910	New York;Review of Reviews;1	Rinehart, Mary Roberts | The Window at the White Cat		34020	0.101535236	0.013010535				1	fic | mystery		f			wenyi		
uc2.ark+=13960=t76t0kp0v	Hyatt, Stanley Portal	1877-1914.	People of position	1910	1910	New York;Wessels & Bissell;1	Hyatt, Stanley Portal | People of Position		29274	0.158690009	0.001646254				2	fic		m			peizhen		
inu.32000002547547	Sharp, Evelyn	1869-1955.	Rebel women	1910	1910	London|United Suffragists|n.	Sharp, Evelyn | Rebel women		42136	0.353694625	0.009152689		Women	"New ed.,|with introd by Elizabeth Robins.|The women at the gate.--To prison while the sun shines.--Shaking hands with the middle ages.--Filling the war chest.--The conversion of Penelope's mother.--At a street corner.--The crank of all the ages.--Patrolling the gutter.--The black spot of the constituency.--""Votes for women--forward!""--The person who cannot escape.--The daughter who stays at home.--The game that wasn't cricket.--Dissension in the home."	1	fic		f			wenyi	gutenfictiontrimmed	Trimmed
mdp.39015005263713	Lagerl?f, Selma	1858-1940.	The story of G?sta Berling	1910	1910	Boston;Little, Brown and com	Lagerl?f, Selma | The Story of G?sta Berling		56158	0.116222619	0.076184998				2	fic | short		f			peizhen		
mdp.39015000623465	Kipling, Rudyard	1865-1936.	Rewards and fairies	1910	1910	Garden City, New York;Double	Kipling, Rudyard | Rewards and Fairies		32772	0.168075041	0.223333267	Juvenile audience		A charm.--Introduction.--Cold iron.--Cold iron.--The two cousins.--Gloriana.--The looking-glass.--A truthful song.--The wrong thing.--King Henry VII and the shipwrights.--The way through the woods.--Marklake witches.--Brookland road.--The run of the downs.--The knife and the naked chalk.--Song of the men's side.--Philadelphia.--Brother Squaretoes.--If-----.--A St. Helena lullaby.--'A priest in spite of himself.'--'Poor honest men.'--Eddi's service.--The conversion of St. Wilfrid.--Song of the r	3	fic	juv	m			peizhen	gutenfictiontrimmed	Trimmed
nyp.33433074968235	Diver, Maud	1867-1945.	Captain Desmond, V.C	1910	1910	New York;John Lane Company;1	Diver, Maud | Captain Desmond, V.C.		27629	0.082122183	0.01269318				1	fic | romance		f			morgan		
nyp.33433082548037	Hanson, Joseph Mills	b. 1876.	With Sully into the Sioux land	1910	1877	Chicago;A.C. McClurg & Co.;1	Hanson, Joseph Mills | With Sully into the Sioux Land		42150	0.554289598	0.240768449		History|Civil War, 1861-1865		1	fic | historical		m			peizhen		
uc2.ark+=13960=t08w39d0g	Clark, Ellery H		The Carleton case	1910	1910	New York;A.L. Burt;c1910	Clark, Ellery H. | The Carleton Case		35038	0.127497718	0.029753733				1	fic		m			ted		
uc2.ark+=13960=t7wm14b10	Reed, Myrtle	1874-1911.	Master of the vineyard	1910	1910	New York;G.P. Putnam;1910.	Reed, Myrtle | Master of the Vineyard		27661	0.056697929	0.001844631				2	fic | romance		f			wenyi	gutenfictiontrimmed	Trimmed
uc2.ark+=13960=t5cc0wf99	Tracy, Louis	1863-1928.	Cynthia's chauffeur	1910	1910	New York;Grosset & Dunlap;c1	Tracy, Louis | Cynthia's Chauffeur		31472	0.057395591	0.016293338				2	fic		m			peizhen	gutenfictiontrimmed	Trimmed
uc2.ark+=13960=t1qf8mm2k	Coolidge, Dane	1873-1940.	The Texican	1911	1911	Chicago;A. C. McClurg;1911.	Coolidge, Dane | The Texican		50387	0.153171875	0.023552671				2	fic		m			ted		
uc2.ark+=13960=t70v8cn0f	Malet, Lucas	1852-1931.	Adrian Savage;	1911	1911	New York;London;Harper & Bro	Malet, Lucas | Adrian Savage		56577	0.172464955	0.011355794				1	fic | romance		m			peizhen		
uc2.ark+=13960=t2891532p	Gibbon, Perceval	1879-1926.	Flower o' the peach	1911	1911	New York;The Century co.;191	Gibbon, Perceval | Flower o' the Peach		44195	0.04956097	0.010407738				1	fic		m			peizhen		
nyp.33433076049745	Patterson, Joseph Medill	1879-1946.	Rebellion	1911	1911	Chicago;Reilly & Britton Co.	Patterson, Joseph Medill | Rebellion		56455	0.474825764	0.020389673				2	fic		m			wenyi		
uc2.ark+=13960=t2988426c	Raymond, Evelyn	1843-1910.	Dorothy's triumph	1911	1911	New York;A.L. Chatterton;c19	Raymond, Evelyn | Dorothy's Triumph		28221	0.246517176	0.798585971				1	fic	juv	f			wenyi		
nyp.33433082256375	Scott, Morgan		Ben Stone at Oakdale	1911	1911	New York;Burt;c1911	Scott, Morgan | Ben Stone at Oakdale		48277	0.181273573	0.360402781				1	fic	juv	m			wenyi		
nyp.33433076057409	Phelps, Elizabeth Stuart	1844-1911.	Comrades	1911	1911	New York;London;Harper;1911.	Phelps, Elizabeth Stuart | Comrades		34255	0.164889882	0.021208364				1	fic		f			wenyi		
mdp.39015031225173	Bennett, Arnold	1867-1931.	A man from the North	1911	1911	New York;George H. Doran com	Bennett, Arnold | A Man from the North		52247	0.21415376	0.022607147				2	fic		m			ted		
uc2.ark+=13960=t9z03158m	Brooks, Amy		Dorothy Dainty at the mountains	1911	1911	Boston;Lothrop, Lee & Shepar	Brooks, Amy | Dorothy Dainty at the Mountains		30088	0.038187277	0.996850361				1	fic	juv	f			ted	gutenfictiontrimmed	Trimmed
mdp.39015031225611	Bennett, Arnold	1867-1931.	Denry the audacious	1911	1911	New York;E. P. Dutton & comp	Bennett, Arnold | Denry the Audacious		40103	0.234808934	0.144885143		English fiction		4	fic | historical		m			ted		
uc2.ark+=13960=t0vq2t592	Garland, Hamlin	1860-1940.	Victor Ollnee's discipline	1911	1911	New York;London;Harper & bro	Garland, Hamlin | Victor Ollnee's Discipline		34250	0.022255659	0.069900866				3	fic		m			peizhen		
uc2.ark+=13960=t0xp6wh95	MacGrath, Harold	1871-1932.	The carpet from Bagdad	1911	1911	Indianapolis;The Bobbs-Merri	MacGrath, Harold | The Carpet from Bagdad		43749	0.093115549	0.00442598				2	fic		m			peizhen		
uc2.ark+=13960=t52f7qt49	Lowndes, Marie Belloc	1868-1947.	Jane Oglander	1911	1911	New York;Scribner;1911.	Lowndes, Marie Belloc | Jane Oglander		37243	0.107529864	0.013911072				1	fic | mystery		f			peizhen		
uc2.ark+=13960=t6rx9884t	Masefield, John	1878-1967.	Multitude and solitude	1911	1911	New York;Mitchell Kennerley;	Masefield, John | Multitude and Solitude		58436	0.187333774	0.015622844				1	fic		m			peizhen		
nyp.33433076045073	Moore, John Trotwood	1858-1929.	Jack Ballington, forester	1911	1911	Philadelphia;Winston;c1911	Moore, John Trotwood | Jack Ballington, Forester		45652	0.174923696	0.009509165				1	fic		m			wenyi		
mdp.39015063936150	Quick, Herbert	1861-1925.	Yellowstone nights	1911	1911	New York;Grosset & Dunlap;c1	Quick, Herbert | Yellowstone Nights		40587	0.145365323	0.018602804				1	fic		m			wenyi		
uc2.ark+=13960=t6b27st7j	Hope, Anthony	1863-1933.	Mrs. Maxon protests	1911	1911	New York;London;Harper & bro	Hope, Anthony | Mrs. Maxon Protests		41182	0.094340886	0.001167269				1	fic		m			peizhen		
nyp.33433076089030	Gross, Anna Goldmark		The gnomes of the Saline Mountains; a fantastic narrative	1912	1912	New York;The Shakespeare Pre	Gross, Anna Goldmark | The Gnomes of the Saline Mountains		43762	0.199014565	0.056873914			The gnomes of the Saline Mountains; a fantastic narrative.--The artist.--The street singer; a Viennese story.--Concetta; an Italian novelette.	2	fic		f			peizhen		
nyp.33433076089675	Glass, Montague	1877-1934.	Elkan Lubliner, American	1912	1912	Garden City, N.Y.;Doubleday,	Glass, Montague | Elkan Lubliner, American		27423	0.083738594	0.059923642				2	fic		m			peizhen		
uc1.b4714675	Bennett, Arnold	1867-1931.	Anna of the Five Towns	1912	1912	London;Methuen;1912.	Bennett, Arnold | Anna of the Five Towns		35505	0.029929501	0.115008114			[3rd ed.]	1	fic		m			ted		
mdp.39015055286473	Johnson, Owen	1878-1952.	Stover at Yale	1912	1912	New York;Grosset & Dunlap;19	Johnson, Owen | Stover at Yale		46674	0.119474048	0.013020639		Yale University		1	fic		m			peizhen		
uc2.ark+=13960=t07w67j7n	Grey, Zane	1872-1939.	Ken Ward in the jungle	1912	1912	New York;Grosset & Dunlap;19	Grey, Zane | Ken Ward in the Jungle		45974	0.176804282	0.986598236				1	fic		m			peizhen		
uc2.ark+=13960=t19k4826b	Stratemeyer, Edward	1862-1930.	Dave Porter on Cave Island	1912	1912	Boston;Lothrop, Lee & Shepar	Stratemeyer, Edward | Dave Porter on Cave Island		36377	0.204169405	0.983557904				1	fic	juv	m			wenyi		
uc2.ark+=13960=t3st7f68m	Johnston, Mary	1870-1936.	Cease firing	1912	1912	Boston;Houghton Mifflin comp	Johnston, Mary | Cease firing		52154	0.217789365	0.015339671		United States|Civil War, 1861-1865|History		4	fic | historical		f			peizhen	gutenfictiontrimmed	Trimmed
uc2.ark+=13960=t0vq2sf0w	Maniates, Belle Kanaris		David Dunne;	1912	1912	Chicago;New York;Rand, McNal	Maniates, Belle Kanaris | David Dunne		29128	0.035068721	0.10082189				3	fic		f			peizhen		
uc2.ark+=13960=t0pr7mw0b	Lewis, Alfred Henry	1857-1914.	The Apaches of New York	1912	1912	Chicago;M. A. Donohue & Co.;	Lewis, Alfred Henry | The Apaches of New York		51909	0.123455518	0.14729585				1	fic | mystery		m			peizhen	gutenfictiontrimmed	Trimmed
uva.x000335016	Brentwood, Evelyn		Hector Graeme	1912	1912	London;John Lane;New York;Jo	Brentwood, Evelyn | Hector Graeme		46833	0.138795063	0.004554117				1	fic		u			ted		
loc.ark+=13960=t6348xr76	Otis, James	1848-1912.	Philip of Texas;	1912	1916	New York;Cincinnati [etc.;Am	Otis, James | Philip of Texas		48571	0.550620766	0.198284069		Texas. [from old catalog]|Frontier and pioneer life		1	fic		m			wenyi		
mdp.39015063938214	Matthews, Brander	1852-1929.	Vistas of New York	1912	1912	New;London;Harper & brothers	Matthews, Brander | Vistas of New York		39434	0.389178262	0.057885158				3	fic		m			peizhen		
nyp.33433076063761	Hopkins, William John	1863-1926.	Concerning Sally	1912	1912	Boston;New York;Houghton Mif	Hopkins, William John | Concerning Sally		37118	0.038999496	0.393636901				2	fic		m			peizhen		
uc2.ark+=13960=t3vt1hd32	Selous, Edmund		Tommy Smith's animals	1912	1912	London;Methuen;1912	Selous, Edmund | Tommy Smith's Animals		51933	0.132933866	0.999432609				1	fic	juv	m			wenyi		
uc2.ark+=13960=t02z14726	Scott, Gertrude Fisher		Jean Cabot at Ashton	1912	1912	Boston;Lothrop, Lee & Shepar	Scott, Gertrude Fisher | Jean Cabot at Ashton		53548	0.177500813	0.739192541				1	fic	juv	f			wenyi		
uc2.ark+=13960=t0qr4q764	Burnham, Clara Louise	1854-1927.	The Inner Flame	1912	1912	New York;Grosset & Dunlap;19	Burnham, Clara Louise | The Inner Flame		52240	0.049576413	0.158935648				1	fic		f			ted	gutenfictiontrimmed	Trimmed
uc2.ark+=13960=t4hm53r17	Morris, Elisabeth Woodbridge	1870-1964.	The Jonathan papers	1912	1912	Boston;New York;Houghton Mif	Morris, Elisabeth Woodbridge | The Jonathan Papers		33997	0.109375295	0.244100372		Outdoor books|Natural history		2	fic		f			wenyi		
uc2.ark+=13960=t80k2g99s	Roosevelt, Wyn	-1870	Frontier boys in the South Seas	1912	1912	New York;Hurst & Co.;c1912.	Roosevelt, Wyn | Frontier Boys in the South Seas		32084	0.160709991	0.21011195				1	fic	juv	m			wenyi	gutenfictiontrimmed	Trimmed
nyp.33433076047962	Rives, Hallie Erminie	1876-1956.	The Valiants of Virginia	1912	1912	Indianapolis;The Bobbs-Merri	Rives, Hallie Erminie | The Valiants of Virginia		33963	0.113289585	0.29146889				2	fic		f			wenyi		
uc2.ark+=13960=t8mc8sx3g	Blanchard, Amy Ella	1856-1926.	The four Corners in Japan	1912	1912	Philadelphia;G.W. Jacobs & c	Blanchard, Amy Ella | The Four Corners in Japan		45518	0.03206263	0.372388089				2	fic	juv	f			ted		
coo.31924021685759	Scott, Leroy	1875-1929.	Counsel for the defense	1912	1912	New York;A. L. Burt;c1912	Scott, Leroy | Counsel for the Defense		28820	0.030469879	0.088644023				1	fic		m			wenyi	gutenfictiontrimmed	Trimmed
uc2.ark+=13960=t3rv0mz3h	Bates, Katharine Lee		In sunny Spain with Pilarica and Rafael	1913	1913	London;Dent;(1913)	Bates, Katharine Lee | In Sunny Spain with Pilarica and Rafael		45441	0.170512713	0.994295721		Spain|Description and travel|Juvenile literature		1	fic		f			ted		
nyp.33433082531777	Dowd, Emma C	d. 1938.	Polly of Lady Gay Cottage	1913	1913	Boston;New York;Houghton Mif	Dowd, Emma C. | Polly of Lady Gay Cottage		29088	0.025714527	0.877769603				1	fic	juv	f			morgan		
nc01.ark+=13960=t3zs2rz71	Carter, Herbert		The Boy Scouts in the Blue Ridge, or, Marooned among the moonshiners	1913	1913	New York;A.L. Burt Co.;c1913	Carter, Herbert | The Boy Scouts in the Blue Ridge		32240	0.069695448	0.057757901		Mountain people|Blue Ridge Mountains|Hiking|Boy Scouts of America|Juvenile fiction|North Carolina		1	fic	juv	m			ted		
uc1.31822038205993	Carter, Herbert		The Boy Scouts in the Rockies, or, The secret of the hidden silver mine	1913	1913	New York;A.L. Burt;c1913	Carter, Herbert | The Boy Scouts in the Rockies		32354	0.060334397	0.015932262	Juvenile audience			1	fic	juv	m			ted		
nc01.ark+=13960=t4gm99h1s	Rathborne, St. George	1854-1938.	Camp mates in Michigan	1913	1913	Chicago;M. A. Donohue;1913?	Rathborne, St. George | Camp Mates in Michigan		50253	0.073068901	0.209834988		Michigan|Hunting		2	fic	juv	m			wenyi		
mdp.39015011391383	Furman, Lucy S		Mothering on Perilous	1913	1913	New York;The Macmillan compa	Furman, Lucy S. | Mothering on Perilous		32965	0.556682506	0.10393452		Kentucky|American fiction		1	fic		f			peizhen		
uc2.ark+=13960=t0ks6kp3q	Kelly, Florence Finch	1858-1939.	The fate of Felix Brand	1913	1913	Philadelphia;The John C. Win	Kelly, Florence Finch | The Fate of Felix Brand		30733	0.063694316	0.117287839				1	fic		f			peizhen	gutenfictiontrimmed	Trimmed
nyp.33433082531728	Douglas, Alan		Camp fires of the Wolf Patrol	1913	1913	New York;New York Book Co.;c	Douglas, Alan | Camp Fires of the Wolf Patrol		36838	0.194118576	0.914117335	Juvenile audience			1	fic | short	juv	m			morgan		
nyp.33433074947197	Coke, Desmond	1879-1931.	Helena Brett's career	1913	1913	New York;E.P. Dutton & Co.;1	Coke, Desmond | Helena Brett's Career		33103	0.058500354	0.008185092				1	fic		m			ted		
uc2.ark+=13960=t4jm25j8x	Marshall, Archibald	1866-1934.	The honour of the Clintons	1913	1913	New York;Dodd, Mead;1913.	Marshall, Archibald | The Honour of the Clintons		38647	0.145683157	0.007332446				2	fic | historical		m			peizhen		
uc2.ark+=13960=t3zs2n13r	Nicholson, Meredith	1866-1947.	Otherwise Phyllis	1913	1913	Boston;New York;Houghton Mif	Nicholson, Meredith | Otherwise Phyllis		28017	0.032758911	0.127105418				2	fic		m			wenyi		
inu.32000002425082	Bowen, Marjorie	1888-1952.	The governor of England	1913	1913	London;Methuen;1913.	Bowen, Marjorie | The Governor of England		52235	0.06614812	0.356123119		History|Stuarts, 1603-1714|History		1	fic | historical		f			ted		
mdp.39015018638257	Biggers, Earl Derr	1884-1933.	Seven keys to Baldpate	1913	1913	New York;Grosset & Dunlap;c1	Biggers, Earl Derr | Seven Keys to Baldpate		30836	0.09434378	0.005446263		American literature|American fiction		1	fic		m			ted		
uc1.b3325704	Rhoades, Nina	1863-1940.	The girl from Arizona	1913	1913	Boston;Lothrop, Lee & Shepar	Rhoades, Nina | The Girl from Arizona		32417	0.170233911	0.984803171				2	fic	juv	f			wenyi		
uc2.ark+=13960=t4fn11421	Gallizier, Nathan	1866-1927.	The hill of Venus	1913	1913	Boston;L. C. Page;1913.	Gallizier, Nathan | The Hill of Venus		39970	0.016443076	0.085766983				3	fic | historical | romance		m			peizhen		
uc2.ark+=13960=t9p26xq9c	Metelerkamp, Sanni		Outa Karel's stories	1914	1914	London;Macmillan;1914.	Metelerkamp, Sanni | Outa Karel's Stories		35557	0	0		Folklore, African|Tales, African|South Africa		1	fic | folklore | short		f			wenyi	gutenfictiontrimmed	Trimmed
uc2.ark+=13960=t7xk86q0w	Onions, Oliver	1873-1961.	The story of Louie	1914	1914	New York;G. H. Doran co.;191	Onions, Oliver | The Story of Louie		37838	0.140731504	0.033556149				2	fic | mystery		m			wenyi		
